"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A560","2020-02-27 00:00:00","405.000","0.000","0.000","18.300","1.000","974.700","","0.000","-99.000","-99.000","-99.000","27.700","","12.300",""
"C0S950","2020-02-27 00:00:00","415.000","57.000","0.500","19.100","0.950","972.700","","0.000","-99.000","-99.000","-99.000","25.300","","17.700",""
"C0A880","2020-02-27 00:00:00","6.000","30.000","2.500","19.500","0.910","1019.900","","0.000","-99.000","-99.000","-99.000","26.500","","17.700",""
"C0I530","2020-02-27 00:00:00","3014.000","16.000","2.600","2.900","0.710","705.000","","0.000","-99.000","-99.000","-99.000","9.500","","1.400",""
"C0M670","2020-02-27 00:00:00","43.000","5.000","1.500","20.300","0.880","1013.400","","0.000","-99.000","-99.000","-99.000","27.900","","18.700",""
"C0Z061","2020-02-27 00:00:00","174.000","118.000","0.600","19.800","0.990","1003.700","","0.000","-99.000","-99.000","-99.000","29.200","","17.700",""
"C0U750","2020-02-27 00:00:00","398.000","31.000","6.200","16.300","1.000","974.700","","0.000","-99.000","-99.000","-99.000","23.000","","16.300",""
"C0A650","2020-02-27 00:00:00","287.000","35.000","1.900","17.500","0.990","988.800","","0.500","-99.000","-99.000","-99.000","26.400","","13.300",""
"C0I370","2020-02-27 00:00:00","671.000","0.000","0.000","15.800","0.840","944.300","","0.000","-99.000","-99.000","-99.000","26.300","","13.500",""
"C0S750","2020-02-27 00:00:00","2280.000","272.000","1.100","6.500","0.990","778.500","","0.000","-99.000","-99.000","-99.000","17.700","","5.700",""
"C0R650","2020-02-27 00:00:00","29.000","72.000","0.900","23.500","0.990","1016.200","","0.000","-99.000","-99.000","-99.000","29.700","","19.000",""
"C0E740","2020-02-27 00:00:00","27.000","53.000","1.100","20.000","0.920","1010.900","","0.000","-99.000","-99.000","-99.000","27.900","","15.100",""
"C0AI20","2020-02-27 00:00:00","25.000","50.000","8.400","17.800","0.880","1019.100","","0.000","-99.000","-99.000","-99.000","22.500","","17.500",""
"C0E550","2020-02-27 00:00:00","84.000","358.000","2.300","19.300","0.930","1009.500","","0.000","-99.000","-99.000","-99.000","26.800","","16.100",""
"C0X060","2020-02-27 00:00:00","19.000","3.000","1.900","20.000","0.940","1018.400","","0.000","-99.000","-99.000","-99.000","29.200","","16.500",""
"C0R510","2020-02-27 00:00:00","31.000","33.000","0.900","23.900","0.830","1015.300","","0.000","-99.000","-99.000","-99.000","30.200","","20.300",""
"C0AC60","2020-02-27 00:00:00","55.000","90.000","1.300","20.200","0.990","1014.600","","0.000","-99.000","-99.000","-99.000","27.600","","18.000",""
"C0UA70","2020-02-27 00:00:00","547.000","61.000","5.400","16.000","0.990","959.500","","2.000","-99.000","-99.000","-99.000","25.400","","16.000",""
"C0G740","2020-02-27 00:00:00","24.000","6.000","3.000","21.200","0.870","1016.400","","0.000","-99.000","-99.000","-99.000","26.700","","20.000",""
"C0F9N0","2020-02-27 00:00:00","75.000","15.000","1.300","21.500","0.850","1010.000","","0.000","-99.000","-99.000","-99.000","29.500","","19.800",""
"C0F9T0","2020-02-27 00:00:00","111.000","325.000","2.100","19.800","0.930","1005.300","","0.000","-99.000","-99.000","-99.000","26.800","","19.300",""
"C0S710","2020-02-27 00:00:00","382.000","33.000","2.200","19.000","0.890","977.800","","0.000","-99.000","-99.000","-99.000","26.200","","17.100",""
"C0M680","2020-02-27 00:00:00","37.000","354.000","1.200","20.800","0.950","1016.300","","0.000","-99.000","-99.000","-99.000","28.800","","19.100",""
"C0X220","2020-02-27 00:00:00","26.000","44.000","2.900","20.800","0.890","1015.900","","0.000","-99.000","-99.000","-99.000","26.000","","19.800",""
"C0R560","2020-02-27 00:00:00","22.000","346.000","1.300","23.800","0.830","1016.300","","0.000","-99.000","-99.000","-99.000","29.700","","19.900",""
"C0F9P0","2020-02-27 00:00:00","26.000","31.000","4.500","20.600","0.940","1016.900","","0.000","-99.000","-99.000","-99.000","26.900","","19.600",""
"C0O970","2020-02-27 00:00:00","71.000","352.000","0.300","20.500","0.940","1010.700","","0.000","-99.000","-99.000","-99.000","30.500","","18.000",""
"C0F0B0","2020-02-27 00:00:00","311.000","63.000","1.800","17.700","0.940","983.200","","0.000","-99.000","-99.000","-99.000","25.800","","15.200",""
"C0R700","2020-02-27 00:00:00","19.000","59.000","2.800","24.800","0.630","1016.600","","0.000","-99.000","-99.000","-99.000","27.100","","20.000",""
"C0R620","2020-02-27 00:00:00","34.000","52.000","1.500","23.900","0.850","1015.800","","0.000","-99.000","-99.000","-99.000","27.200","","22.900",""
"C0C660","2020-02-27 00:00:00","176.000","29.000","5.000","17.700","0.930","1000.400","","0.000","-99.000","-99.000","-99.000","26.100","","17.700",""
"C0SA10","2020-02-27 00:00:00","411.000","0.000","0.200","18.700","0.940","973.800","","0.000","-99.000","-99.000","-99.000","28.800","","18.600",""
"C0M740","2020-02-27 00:00:00","15.000","15.000","1.400","20.700","0.910","1016.500","","0.000","-99.000","-99.000","-99.000","27.600","","18.800",""
"C0K460","2020-02-27 00:00:00","60.000","5.000","2.100","19.900","0.920","1011.000","","0.000","-99.000","-99.000","-99.000","27.400","","19.900",""
"C0X100","2020-02-27 00:00:00","10.000","355.000","2.900","21.700","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","27.900","","21.700",""
"C0K560","2020-02-27 00:00:00","117.000","0.000","0.000","19.500","0.930","1006.100","","0.000","-99.000","-99.000","-99.000","29.900","","17.600",""
"C0R150","2020-02-27 00:00:00","105.000","61.000","1.200","23.200","0.990","1005.100","","0.000","-99.000","-99.000","-99.000","33.100","","21.500",""
"C0S690","2020-02-27 00:00:00","522.000","28.000","0.800","18.700","0.940","961.200","","0.000","-99.000","-99.000","-99.000","25.600","","18.400",""
"C0U870","2020-02-27 00:00:00","474.000","331.000","0.400","17.700","0.970","967.700","","0.000","-99.000","-99.000","-99.000","26.500","","17.700",""
"C0A520","2020-02-27 00:00:00","48.000","70.000","4.000","20.500","0.850","1015.700","","0.000","-99.000","-99.000","-99.000","28.300","","17.800",""
"C0X130","2020-02-27 00:00:00","27.000","4.000","1.700","21.800","0.890","1015.200","","0.000","-99.000","-99.000","-99.000","29.700","","19.700",""
"C0V400","2020-02-27 00:00:00","56.000","36.000","1.600","22.200","0.940","1011.500","","0.000","-99.000","-99.000","-99.000","29.000","","19.800",""
"C0UA40","2020-02-27 00:00:00","1121.000","39.000","4.400","14.200","0.990","895.900","","8.500","-99.000","-99.000","-99.000","20.900","","13.800",""
"C0G720","2020-02-27 00:00:00","50.000","359.000","2.200","19.800","0.910","1012.600","","0.000","-99.000","-99.000","-99.000","27.400","","19.500",""
"C0G890","2020-02-27 00:00:00","24.000","23.000","4.000","20.600","1.000","1016.100","","0.000","-99.000","-99.000","-99.000","25.800","","20.200",""
"C0I540","2020-02-27 00:00:00","3344.000","-99.000","-99.000","0.200","0.990","685.900","","-99.000","-99.000","-99.000","-99.000","8.700","","0.100",""
"C0K390","2020-02-27 00:00:00","31.000","28.000","2.300","20.400","0.910","1015.300","","0.000","-99.000","-99.000","-99.000","27.700","","19.400",""
"C0T9A0","2020-02-27 00:00:00","498.000","0.000","0.000","18.100","0.990","964.400","","0.000","-99.000","-99.000","-99.000","24.600","","16.400",""
"C0AH40","2020-02-27 00:00:00","426.000","37.000","3.400","16.900","1.000","971.000","","0.000","11.000","47.000","","26.900","","16.900",""
"C0X280","2020-02-27 00:00:00","22.000","50.000","3.000","21.300","0.910","1016.700","","0.000","-99.000","-99.000","-99.000","26.000","","20.100",""
"C0H960","2020-02-27 00:00:00","120.000","19.000","0.600","20.400","1.000","1003.800","","0.000","-99.000","-99.000","-99.000","29.000","","18.200",""
"C0M530","2020-02-27 00:00:00","1385.000","89.000","0.700","12.900","0.830","873.200","","0.000","-99.000","-99.000","-99.000","21.700","","11.600",""
"C0R170","2020-02-27 00:00:00","26.000","209.000","0.300","22.700","1.000","1015.600","","0.000","-99.000","-99.000","-99.000","31.100","","19.000",""
"C0I420","2020-02-27 00:00:00","305.000","0.000","0.200","18.500","0.880","984.100","","0.000","-99.000","-99.000","-99.000","29.300","","14.200",""
"C0A640","2020-02-27 00:00:00","241.000","316.000","0.500","18.100","0.940","995.800","","0.000","-99.000","-99.000","-99.000","27.900","","16.500",""
"C0A930","2020-02-27 00:00:00","216.000","16.000","0.800","16.600","0.990","995.800","","0.000","-99.000","-99.000","-99.000","26.000","","16.500",""
"C0F9M0","2020-02-27 00:00:00","230.000","2.000","1.000","18.600","1.000","992.200","","0.000","-99.000","-99.000","-99.000","26.200","","18.000",""
"C0AC40","2020-02-27 00:00:00","1079.000","160.000","1.800","12.300","0.990","899.100","","0.500","-99.000","-99.000","-99.000","21.600","","12.300",""
"C0AI00","2020-02-27 00:00:00","188.000","41.000","0.600","19.000","0.900","1000.300","","0.000","-99.000","-99.000","-99.000","25.900","","17.900",""
"C0T9M0","2020-02-27 00:00:00","92.000","312.000","2.200","21.900","0.860","1011.700","","0.000","-99.000","-99.000","-99.000","27.800","","21.200",""
"C0S960","2020-02-27 00:00:00","32.000","288.000","2.100","23.000","0.770","1016.100","","0.000","-99.000","-99.000","-99.000","26.300","","21.200",""
"C0K430","2020-02-27 00:00:00","30.000","353.000","2.200","20.600","1.000","1016.300","","0.000","-99.000","-99.000","-99.000","27.500","","19.200",""
"C0Z170","2020-02-27 00:00:00","199.000","219.000","0.700","20.600","0.900","999.200","","0.000","-99.000","-99.000","-99.000","27.500","","18.200",""
"C0Z100","2020-02-27 00:00:00","36.000","0.000","0.000","20.300","0.960","1018.300","","0.000","-99.000","-99.000","-99.000","28.600","","18.400",""
"C0U710","2020-02-27 00:00:00","1942.000","0.000","0.100","8.900","0.990","813.000","","0.500","-99.000","-99.000","-99.000","16.600","","7.900",""
"C0SA30","2020-02-27 00:00:00","92.000","312.000","0.900","21.300","0.810","1010.700","","0.500","-99.000","-99.000","-99.000","25.400","","21.300",""
"C0V500","2020-02-27 00:00:00","6.000","0.000","0.200","23.400","0.880","1016.100","","0.000","-99.000","-99.000","-99.000","27.500","","22.600",""
"CM0160","2020-02-27 00:00:00","159.000","0.000","0.000","18.900","0.940","1001.900","","0.000","-99.000","-99.000","-99.000","30.200","","16.900",""
"C0V350","2020-02-27 00:00:00","36.000","247.000","0.700","22.000","0.900","1015.400","","0.000","-99.000","-99.000","-99.000","32.600","","18.000",""
"C0W120","2020-02-27 00:00:00","58.000","-99.000","-99.000","20.500","0.870","1012.700","","0.000","-99.000","-99.000","-99.000","24.900","","20.500",""
"C0R470","2020-02-27 00:00:00","103.000","101.000","0.300","23.900","0.840","1007.200","","0.000","-99.000","-99.000","-99.000","31.500","","20.500",""
"C0M770","2020-02-27 00:00:00","164.000","4.000","0.900","19.600","1.000","999.600","","0.000","-99.000","-99.000","-99.000","27.900","","19.500",""
"C0S930","2020-02-27 00:00:00","248.000","196.000","0.500","19.700","0.870","992.500","","0.000","-99.000","-99.000","-99.000","27.100","","18.600",""
"C0F9Y0","2020-02-27 00:00:00","3313.000","347.000","1.700","3.100","0.170","689.200","","0.000","-99.000","-99.000","-99.000","11.600","","1.000",""
"C0E790","2020-02-27 00:00:00","344.000","57.000","0.600","18.400","1.000","979.000","","0.000","-99.000","-99.000","-99.000","26.700","","16.400",""
"C0O810","2020-02-27 00:00:00","161.000","6.000","1.200","19.800","0.990","1001.400","","0.000","-99.000","-99.000","-99.000","30.300","","19.000",""
"C0R520","2020-02-27 00:00:00","18.000","26.000","1.500","23.800","0.900","1016.500","","0.000","-99.000","-99.000","-99.000","28.500","","20.200",""
"C0G880","2020-02-27 00:00:00","92.000","0.000","0.200","19.600","0.920","1008.000","","0.000","-99.000","-99.000","-99.000","28.200","","19.600",""
"C0R260","2020-02-27 00:00:00","76.000","38.000","0.600","23.200","0.810","1009.200","","0.000","-99.000","-99.000","-99.000","30.600","","20.400",""
"C0U950","2020-02-27 00:00:00","1012.000","5.000","2.100","14.000","1.000","909.100","","1.000","-99.000","-99.000","-99.000","22.700","","14.000",""
"C0O860","2020-02-27 00:00:00","38.000","347.000","1.000","21.200","0.990","1013.800","","0.000","-99.000","-99.000","-99.000","29.800","","19.000",""
"C0R320","2020-02-27 00:00:00","7.000","78.000","4.100","23.500","0.810","1018.000","","0.000","-99.000","-99.000","-99.000","28.000","","20.800",""
"C0S980","2020-02-27 00:00:00","901.000","288.000","1.000","16.600","1.000","919.100","","4.000","-99.000","-99.000","-99.000","21.300","","16.500",""
"C0X110","2020-02-27 00:00:00","20.000","31.000","2.100","22.000","0.940","1016.700","","0.000","-99.000","-99.000","-99.000","27.800","","21.500",""
"C0V310","2020-02-27 00:00:00","46.000","0.000","0.000","23.300","0.810","1012.500","","0.000","-99.000","-99.000","-99.000","31.900","","19.200",""
"C0G620","2020-02-27 00:00:00","110.000","327.000","1.000","18.500","0.990","1005.600","","0.000","-99.000","-99.000","-99.000","30.800","","16.700",""
"C0AD50","2020-02-27 00:00:00","84.000","82.000","5.200","19.800","1.000","1011.700","","0.000","-99.000","-99.000","-99.000","26.800","","17.600",""
"C0A9A0","2020-02-27 00:00:00","24.000","51.000","3.600","19.700","0.870","1018.800","","0.000","-99.000","-99.000","-99.000","28.300","","19.000",""
"C0O830","2020-02-27 00:00:00","127.000","114.000","0.400","20.000","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","31.200","","18.100",""
"C0S760","2020-02-27 00:00:00","1621.000","359.000","1.200","11.500","1.000","844.900","","0.000","-99.000","-99.000","-99.000","20.000","","10.900",""
"C0X160","2020-02-27 00:00:00","26.000","345.000","2.300","21.800","1.000","1016.100","","0.000","-99.000","-99.000","-99.000","28.800","","21.000",""
"C0C490","2020-02-27 00:00:00","157.000","69.000","1.000","20.600","0.810","1002.500","","0.000","-99.000","-99.000","-99.000","25.900","","18.500",""
"C0F970","2020-02-27 00:00:00","145.000","348.000","1.100","19.800","0.850","1001.200","","0.000","-99.000","-99.000","-99.000","27.700","","18.300",""
"C0R440","2020-02-27 00:00:00","1654.000","54.000","6.500","11.600","1.000","838.700","","0.500","-99.000","-99.000","-99.000","16.400","","11.600",""
"C0M690","2020-02-27 00:00:00","33.000","18.000","1.600","20.300","0.920","1014.400","","0.000","-99.000","-99.000","-99.000","28.200","","18.300",""
"C0V690","2020-02-27 00:00:00","30.000","46.000","1.600","23.200","0.880","1015.600","","0.000","-99.000","-99.000","-99.000","26.900","","22.500",""
"C0Z210","2020-02-27 00:00:00","126.000","0.000","0.100","21.200","0.990","1007.200","","0.000","-99.000","-99.000","-99.000","28.200","","18.800",""
"C0U770","2020-02-27 00:00:00","5.000","326.000","2.500","22.000","0.770","1020.500","","0.000","-99.000","-99.000","-99.000","25.800","","19.800",""
"C0Z080","2020-02-27 00:00:00","298.000","17.000","0.700","19.100","0.970","986.300","","0.000","-99.000","-99.000","-99.000","30.300","","17.900",""
"C0G640","2020-02-27 00:00:00","17.000","14.000","2.700","20.600","0.900","1019.600","","0.000","-99.000","-99.000","-99.000","27.500","","17.800",""
"C0X200","2020-02-27 00:00:00","61.000","299.000","0.700","20.700","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","29.000","","17.200",""
"C0U900","2020-02-27 00:00:00","63.000","66.000","1.400","20.500","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","27.300","","18.900",""
"C0Z230","2020-02-27 00:00:00","31.000","9.000","9.600","21.900","0.800","1017.900","","0.000","-99.000","-99.000","-99.000","25.200","","20.300",""
"C0F9O0","2020-02-27 00:00:00","175.000","41.000","0.400","19.600","1.000","998.300","","0.000","-99.000","-99.000","-99.000","28.200","","18.600",""
"C0C540","2020-02-27 00:00:00","46.000","47.000","3.600","18.100","0.890","1016.000","","0.000","-99.000","-99.000","-99.000","26.000","","17.800",""
"C0G770","2020-02-27 00:00:00","15.000","23.000","1.300","21.500","0.850","1017.200","","0.000","-99.000","-99.000","-99.000","27.300","","20.700",""
"C0V670","2020-02-27 00:00:00","20.000","335.000","1.900","23.000","0.890","1016.000","","0.000","-99.000","-99.000","-99.000","27.700","","21.800",""
"C0A870","2020-02-27 00:00:00","685.000","36.000","7.000","14.900","1.000","941.500","","1.000","-99.000","-99.000","-99.000","23.300","","14.900",""
"C0R220","2020-02-27 00:00:00","23.000","51.000","1.100","23.000","1.000","1016.000","","0.000","-99.000","-99.000","-99.000","28.800","","19.600",""
"C0Z220","2020-02-27 00:00:00","589.000","222.000","0.600","17.100","1.000","955.400","","0.000","-99.000","-99.000","-99.000","24.400","","16.900",""
"C0D560","2020-02-27 00:00:00","147.000","18.000","1.400","19.900","0.840","1003.500","","0.000","-99.000","-99.000","-99.000","28.100","","19.100",""
"C0I380","2020-02-27 00:00:00","258.000","0.000","0.000","18.200","0.950","988.200","","0.000","-99.000","-99.000","-99.000","29.400","","18.200",""
"C0Z020","2020-02-27 00:00:00","211.000","7.000","2.200","20.100","0.990","995.600","","0.000","-99.000","-99.000","-99.000","26.700","","17.100",""
"C0Z190","2020-02-27 00:00:00","62.000","324.000","0.600","20.600","1.000","1013.500","","0.000","-99.000","-99.000","-99.000","27.000","","20.200",""
"C0C710","2020-02-27 00:00:00","143.000","233.000","1.100","19.000","0.990","1004.300","","0.000","-99.000","-99.000","-99.000","25.900","","14.600",""
"C0D360","2020-02-27 00:00:00","523.000","0.000","0.000","14.900","0.910","958.700","","0.000","-99.000","-99.000","-99.000","25.300","","14.400",""
"C0C680","2020-02-27 00:00:00","228.000","108.000","2.700","18.200","0.860","992.900","","0.000","-99.000","-99.000","-99.000","26.000","","17.900",""
"C0X140","2020-02-27 00:00:00","17.000","348.000","0.900","21.500","0.900","1016.300","","0.000","-99.000","-99.000","-99.000","29.300","","20.000",""
"C0V710","2020-02-27 00:00:00","34.000","325.000","1.500","24.000","0.820","1014.200","","0.000","-99.000","-99.000","-99.000","27.900","","22.500",""
"C0G840","2020-02-27 00:00:00","32.000","13.000","1.600","19.600","0.990","1014.700","","0.000","-99.000","-99.000","-99.000","28.600","","17.800",""
"C0S890","2020-02-27 00:00:00","238.000","9.000","0.900","20.200","0.930","996.300","","0.000","-99.000","-99.000","-99.000","27.800","","17.400",""
"C0T820","2020-02-27 00:00:00","550.000","0.000","0.000","17.100","0.900","962.100","","0.000","-99.000","-99.000","-99.000","26.100","","13.100",""
"C0F9I0","2020-02-27 00:00:00","194.000","13.000","2.100","19.100","0.990","996.100","","0.000","-99.000","-99.000","-99.000","25.700","","18.900",""
"C0C650","2020-02-27 00:00:00","208.000","30.000","2.300","18.700","0.870","996.300","","0.000","-99.000","-99.000","-99.000","26.200","","17.300",""
"C0R600","2020-02-27 00:00:00","766.000","62.000","0.300","19.300","0.960","932.500","","0.000","-99.000","-99.000","-99.000","24.000","","19.100",""
"C0Z320","2020-02-27 00:00:00","646.000","245.000","0.500","14.700","1.000","947.700","","1.500","-99.000","-99.000","-99.000","25.900","","13.500",""
"C0V210","2020-02-27 00:00:00","734.000","124.000","0.700","18.600","0.910","937.800","","0.000","-99.000","-99.000","-99.000","28.800","","13.700",""
"C0K240","2020-02-27 00:00:00","1132.000","146.000","1.600","17.200","0.700","896.900","","0.000","-99.000","-99.000","-99.000","23.000","","15.200",""
"C0M520","2020-02-27 00:00:00","15.000","40.000","1.600","20.400","0.910","1016.800","","0.000","-99.000","-99.000","-99.000","27.700","","18.800",""
"C0A530","2020-02-27 00:00:00","300.000","63.000","2.200","18.200","0.990","986.800","","0.000","-99.000","-99.000","-99.000","28.600","","14.300",""
"C0E820","2020-02-27 00:00:00","220.000","192.000","0.400","18.200","0.890","994.400","","0.000","-99.000","-99.000","-99.000","26.800","","14.900",""
"C0K450","2020-02-27 00:00:00","35.000","8.000","2.800","20.300","0.850","1014.100","","0.000","-99.000","-99.000","-99.000","27.400","","19.500",""
"C0G760","2020-02-27 00:00:00","53.000","352.000","1.000","19.700","0.990","1015.200","","0.000","-99.000","-99.000","-99.000","28.500","","18.700",""
"CM0120","2020-02-27 00:00:00","4.000","35.000","5.700","22.100","0.770","1018.400","","0.000","-99.000","-99.000","-99.000","26.100","","21.000",""
"C0Z290","2020-02-27 00:00:00","946.000","0.000","0.000","15.800","0.990","915.600","","0.000","-99.000","-99.000","-99.000","23.000","","14.900",""
"C0V680","2020-02-27 00:00:00","40.000","7.000","0.800","23.100","0.870","1013.600","","0.000","-99.000","-99.000","-99.000","29.000","","21.200",""
"C0F9U0","2020-02-27 00:00:00","74.000","46.000","2.100","20.900","0.880","1010.100","","0.000","-99.000","-99.000","-99.000","28.500","","20.000",""
"C0AI10","2020-02-27 00:00:00","76.000","356.000","1.300","19.900","0.910","1012.000","","0.000","-99.000","-99.000","-99.000","28.500","","17.400",""
"C0V530","2020-02-27 00:00:00","34.000","41.000","1.000","21.000","1.000","1014.400","","0.000","-99.000","-99.000","-99.000","29.500","","18.800",""
"C0R550","2020-02-27 00:00:00","38.000","51.000","2.100","22.200","0.940","1014.700","","0.000","-99.000","-99.000","-99.000","29.200","","18.200",""
"C0A950","2020-02-27 00:00:00","60.000","43.000","9.700","19.100","1.000","1015.100","","0.000","-99.000","-99.000","-99.000","24.500","","18.900",""
"C0R160","2020-02-27 00:00:00","45.000","195.000","1.200","23.300","0.990","1012.500","","0.000","-99.000","-99.000","-99.000","30.300","","19.000",""
"C0F9S0","2020-02-27 00:00:00","43.000","353.000","2.200","20.600","0.850","1014.100","","0.000","-99.000","-99.000","-99.000","28.400","","19.400",""
"C0M820","2020-02-27 00:00:00","980.000","0.000","0.000","15.600","0.770","910.900","","0.000","-99.000","-99.000","-99.000","23.300","","13.700",""
"C0G870","2020-02-27 00:00:00","12.000","13.000","2.700","21.500","0.830","1018.500","","0.000","-99.000","-99.000","-99.000","27.000","","19.100",""
"C0O840","2020-02-27 00:00:00","134.000","288.000","0.300","19.900","1.000","1001.700","","0.000","-99.000","-99.000","-99.000","28.900","","19.300",""
"C0A890","2020-02-27 00:00:00","40.000","0.000","0.000","19.200","0.940","1016.500","","0.000","-99.000","-99.000","-99.000","27.600","","15.100",""
"C0A660","2020-02-27 00:00:00","97.000","89.000","0.500","18.100","0.960","1010.400","","0.000","-99.000","-99.000","-99.000","25.200","","16.100",""
"C0T9H0","2020-02-27 00:00:00","725.000","17.000","2.800","17.300","0.990","939.800","","0.000","-99.000","-99.000","-99.000","27.300","","16.800",""
"C0R270","2020-02-27 00:00:00","51.000","183.000","2.400","23.100","0.940","1011.400","","0.000","-99.000","-99.000","-99.000","29.300","","20.600",""
"C0O980","2020-02-27 00:00:00","18.000","9.000","1.600","21.000","0.950","1017.800","","0.000","-99.000","-99.000","-99.000","31.000","","17.700",""
"C0T9I0","2020-02-27 00:00:00","152.000","0.000","0.000","20.400","0.890","1004.300","","0.000","-99.000","-99.000","-99.000","26.900","","20.100",""
"C0V760","2020-02-27 00:00:00","30.000","16.000","1.600","22.700","1.000","1015.600","","0.000","-99.000","-99.000","-99.000","29.000","","20.800",""
"C0AG90","2020-02-27 00:00:00","25.000","89.000","2.000","20.700","0.850","1018.900","","0.000","-99.000","-99.000","-99.000","27.800","","18.500",""
"C0R570","2020-02-27 00:00:00","37.000","42.000","1.000","23.500","0.890","1013.000","","0.000","-99.000","-99.000","-99.000","30.000","","20.200",""
"C0O900","2020-02-27 00:00:00","9.000","360.000","2.800","21.000","0.990","1017.900","","0.000","-99.000","-99.000","-99.000","28.800","","18.700",""
"C0AD00","2020-02-27 00:00:00","86.000","82.000","1.900","18.300","0.930","1012.500","","0.000","-99.000","-99.000","-99.000","24.200","","18.300",""
"C0V700","2020-02-27 00:00:00","24.000","333.000","1.100","23.600","0.840","1014.900","","0.000","-99.000","-99.000","-99.000","28.000","","22.800",""
"C0AH00","2020-02-27 00:00:00","38.000","22.000","2.400","18.900","1.000","1017.200","","0.000","-99.000","-99.000","-99.000","25.700","","17.400",""
"C0X080","2020-02-27 00:00:00","2.000","23.000","3.600","21.000","0.910","1018.500","","0.000","-99.000","-99.000","-99.000","29.800","","17.000",""
"C0G910","2020-02-27 00:00:00","42.000","349.000","2.600","20.100","0.940","1015.000","","0.000","-99.000","-99.000","-99.000","27.300","","20.100",""
"C0I480","2020-02-27 00:00:00","2165.000","0.000","0.000","7.400","0.970","792.800","","0.000","-99.000","-99.000","-99.000","16.100","","5.400",""
"C0A860","2020-02-27 00:00:00","362.000","6.000","2.600","16.200","1.000","980.100","","0.500","-99.000","-99.000","-99.000","24.600","","16.200",""
"C0U940","2020-02-27 00:00:00","25.000","47.000","0.900","20.000","0.950","1019.500","","0.000","-99.000","-99.000","-99.000","29.400","","18.500",""
"C0S970","2020-02-27 00:00:00","19.000","73.000","1.100","22.200","0.880","1017.700","","7.000","-99.000","-99.000","-99.000","26.100","","20.900",""
"C0V260","2020-02-27 00:00:00","126.000","43.000","0.600","22.600","0.860","1004.100","","0.000","-99.000","-99.000","-99.000","31.800","","17.000",""
"C0H990","2020-02-27 00:00:00","3076.000","32.000","0.900","2.300","0.650","709.000","","0.000","-99.000","-99.000","-99.000","11.700","","1.800",""
"C0F9K0","2020-02-27 00:00:00","30.000","24.000","3.700","20.200","0.900","1014.400","","0.000","-99.000","-99.000","-99.000","25.700","","19.800",""
"C0AH90","2020-02-27 00:00:00","660.000","0.000","0.000","17.100","0.990","948.700","","0.000","-99.000","-99.000","-99.000","24.800","","9.600",""
"C0W150","2020-02-27 00:00:00","42.000","67.000","6.300","16.500","0.850","1017.600","","0.000","-99.000","-99.000","-99.000","28.400","","16.500",""
"C0F000","2020-02-27 00:00:00","273.000","19.000","2.200","18.200","0.990","985.300","","0.000","-99.000","-99.000","-99.000","25.900","","18.200",""
"C0K410","2020-02-27 00:00:00","20.000","6.000","2.800","20.800","0.890","1015.700","","0.000","-99.000","-99.000","-99.000","28.100","","19.900",""
"C0R140","2020-02-27 00:00:00","740.000","0.000","0.000","18.000","0.940","937.800","","0.000","-99.000","-99.000","-99.000","25.600","","17.400",""
"C0S830","2020-02-27 00:00:00","288.000","256.000","1.500","21.500","0.770","989.000","","0.000","-99.000","-99.000","-99.000","29.400","","20.300",""
"C0S920","2020-02-27 00:00:00","98.000","0.000","0.000","21.200","0.910","1004.100","","0.000","-99.000","-99.000","-99.000","27.100","","18.600",""
"C0V640","2020-02-27 00:00:00","35.000","9.000","2.300","22.200","0.920","1014.700","","0.000","-99.000","-99.000","-99.000","29.000","","20.200",""
"C0AH80","2020-02-27 00:00:00","68.000","26.000","2.600","19.000","0.940","1013.200","","0.000","-99.000","-99.000","-99.000","27.400","","16.100",""
"C0K250","2020-02-27 00:00:00","12.000","17.000","2.300","20.500","0.920","1017.600","","0.000","-99.000","-99.000","-99.000","29.300","","17.600",""
"C0R840","2020-02-27 00:00:00","536.000","49.000","4.600","18.800","-99.000","958.400","","1.000","-99.000","-99.000","-99.000","24.900","","18.800",""
"C0I410","2020-02-27 00:00:00","180.000","11.000","1.200","19.700","0.910","997.700","","0.000","-99.000","-99.000","-99.000","29.000","","17.900",""
"C0M410","2020-02-27 00:00:00","245.000","360.000","1.000","18.900","0.860","987.100","","0.000","-99.000","-99.000","-99.000","30.800","","16.200",""
"C0F9Z0","2020-02-27 00:00:00","3193.000","149.000","0.700","2.600","0.590","699.200","","0.000","-99.000","-99.000","-99.000","13.000","","1.900",""
"C0G810","2020-02-27 00:00:00","26.000","349.000","1.700","20.500","0.900","1015.100","","0.000","-99.000","-99.000","-99.000","28.100","","19.600",""
"C0U650","2020-02-27 00:00:00","442.000","133.000","1.300","17.300","1.000","971.300","","8.500","-99.000","-99.000","-99.000","27.200","","17.300",""
"C0D660","2020-02-27 00:00:00","65.000","39.000","2.200","19.100","0.870","1012.800","","0.000","-99.000","-99.000","-99.000","26.800","","18.200",""
