"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AC40","2020-02-27 02:00:00","1079.000","210.000","2.400","11.400","0.990","898.400","","0.000","-99.000","-99.000","-99.000","12.200","","11.400",""
"C0AI00","2020-02-27 02:00:00","188.000","9.000","1.600","17.700","0.920","1000.000","","0.000","-99.000","-99.000","-99.000","18.900","","17.700",""
"C0T9M0","2020-02-27 02:00:00","92.000","353.000","1.400","21.600","0.890","1011.000","","0.000","8.600","315.000","","21.800","","21.500",""
"C0S960","2020-02-27 02:00:00","32.000","275.000","2.300","22.500","0.770","1015.300","","0.000","-99.000","-99.000","-99.000","23.400","","22.300",""
"C0K430","2020-02-27 02:00:00","30.000","18.000","2.900","20.500","0.990","1016.100","","0.000","-99.000","-99.000","-99.000","20.700","","20.500",""
"C0Z170","2020-02-27 02:00:00","199.000","0.000","0.100","21.000","0.900","998.500","","0.000","-99.000","-99.000","-99.000","21.000","","20.700",""
"C0Z100","2020-02-27 02:00:00","36.000","357.000","0.300","20.900","0.900","1017.600","","0.000","-99.000","-99.000","-99.000","21.100","","20.200",""
"C0U710","2020-02-27 02:00:00","1942.000","264.000","0.700","8.900","0.990","812.500","","0.000","-99.000","-99.000","-99.000","9.200","","8.900",""
"C0SA30","2020-02-27 02:00:00","92.000","19.000","2.100","21.400","0.840","1009.900","","0.000","-99.000","-99.000","-99.000","21.600","","20.700",""
"C0V500","2020-02-27 02:00:00","6.000","22.000","1.200","22.500","0.910","1015.500","","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"CM0160","2020-02-27 02:00:00","159.000","0.000","0.200","18.200","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","18.800","","18.100",""
"C0V350","2020-02-27 02:00:00","36.000","265.000","0.500","21.100","0.930","1014.900","","0.000","-99.000","-99.000","-99.000","21.800","","21.100",""
"C0W120","2020-02-27 02:00:00","58.000","-99.000","-99.000","19.600","0.900","1012.300","","0.000","-99.000","-99.000","-99.000","20.400","","19.600",""
"C0R470","2020-02-27 02:00:00","103.000","37.000","0.900","22.100","0.950","1006.600","","0.000","-99.000","-99.000","-99.000","23.600","","22.100",""
"C0M770","2020-02-27 02:00:00","164.000","335.000","1.200","19.200","0.990","999.200","","0.000","-99.000","-99.000","-99.000","19.800","","19.200",""
"C0S930","2020-02-27 02:00:00","248.000","243.000","1.500","19.500","0.880","991.700","","0.000","-99.000","-99.000","-99.000","19.600","","19.100",""
"C0F9Y0","2020-02-27 02:00:00","3313.000","203.000","4.100","2.400","0.420","688.600","","0.000","-99.000","-99.000","-99.000","3.700","","2.200",""
"C0E790","2020-02-27 02:00:00","344.000","100.000","1.500","18.100","1.000","978.400","","0.000","-99.000","-99.000","-99.000","18.200","","17.800",""
"C0O810","2020-02-27 02:00:00","161.000","14.000","0.300","19.900","0.990","1000.600","","0.000","-99.000","-99.000","-99.000","20.300","","19.800",""
"C0R520","2020-02-27 02:00:00","18.000","9.000","1.900","22.800","0.940","1015.900","","0.000","-99.000","-99.000","-99.000","23.500","","22.800",""
"C0G880","2020-02-27 02:00:00","92.000","31.000","1.100","19.400","0.930","1007.700","","0.000","-99.000","-99.000","-99.000","19.600","","19.300",""
"C0R260","2020-02-27 02:00:00","76.000","13.000","0.800","22.700","0.810","1008.600","","0.000","-99.000","-99.000","-99.000","23.300","","21.900",""
"C0U950","2020-02-27 02:00:00","1012.000","7.000","4.500","13.100","1.000","908.500","","0.500","-99.000","-99.000","-99.000","13.900","","13.100",""
"C0O860","2020-02-27 02:00:00","38.000","349.000","1.100","21.000","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","21.200","","21.000",""
"C0R320","2020-02-27 02:00:00","7.000","67.000","6.000","23.400","0.800","1017.200","","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0S980","2020-02-27 02:00:00","901.000","289.000","1.400","16.200","1.000","918.200","","0.500","-99.000","-99.000","-99.000","16.600","","16.200",""
"C0X110","2020-02-27 02:00:00","20.000","29.000","3.500","21.300","0.960","1016.200","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0V310","2020-02-27 02:00:00","46.000","38.000","0.300","22.500","0.860","1011.900","","0.000","-99.000","-99.000","-99.000","23.100","","22.500",""
"C0G620","2020-02-27 02:00:00","110.000","340.000","1.300","18.200","0.990","1005.300","","0.000","-99.000","-99.000","-99.000","18.500","","18.100",""
"C0AD50","2020-02-27 02:00:00","84.000","85.000","4.300","19.300","1.000","1011.400","","0.000","-99.000","-99.000","-99.000","19.800","","19.300",""
"C0A9A0","2020-02-27 02:00:00","24.000","62.000","4.100","19.600","0.820","1018.300","","0.000","11.000","40.000","","19.700","","19.400",""
"C0O830","2020-02-27 02:00:00","127.000","0.000","0.000","19.200","0.990","1004.000","","0.000","-99.000","-99.000","-99.000","19.900","","19.200",""
"C0S760","2020-02-27 02:00:00","1621.000","347.000","1.200","10.900","1.000","844.000","","0.000","-99.000","-99.000","-99.000","11.600","","10.800",""
"C0X160","2020-02-27 02:00:00","26.000","356.000","2.000","21.300","1.000","1015.600","","0.000","-99.000","-99.000","-99.000","21.800","","21.300",""
"C0F970","2020-02-27 02:00:00","145.000","105.000","0.600","18.900","0.860","1000.900","","0.000","-99.000","-99.000","-99.000","19.700","","18.900",""
"C0R440","2020-02-27 02:00:00","1654.000","47.000","7.400","11.300","1.000","837.900","","0.000","12.700","71.000","","11.400","","11.200",""
"C0M690","2020-02-27 02:00:00","33.000","22.000","2.400","20.200","0.920","1013.900","","0.000","-99.000","-99.000","-99.000","20.300","","20.200",""
"C0V690","2020-02-27 02:00:00","30.000","43.000","2.400","22.000","0.920","1014.800","","0.000","-99.000","-99.000","-99.000","23.200","","22.000",""
"C0Z210","2020-02-27 02:00:00","126.000","13.000","0.900","20.700","0.990","1006.600","","0.000","-99.000","-99.000","-99.000","20.900","","20.600",""
"C0U770","2020-02-27 02:00:00","5.000","360.000","1.900","21.600","0.760","1020.200","","0.000","-99.000","-99.000","-99.000","21.800","","21.200",""
"C0Z080","2020-02-27 02:00:00","298.000","355.000","0.800","19.400","0.980","985.800","","0.000","-99.000","-99.000","-99.000","19.400","","19.000",""
"C0G640","2020-02-27 02:00:00","17.000","24.000","3.400","20.500","0.870","1019.200","","0.000","9.900","33.000","","20.800","","20.500",""
"C0X200","2020-02-27 02:00:00","61.000","317.000","1.300","20.400","0.990","1010.900","","0.000","-99.000","-99.000","-99.000","20.600","","20.400",""
"C0U900","2020-02-27 02:00:00","63.000","117.000","1.100","20.100","0.980","1014.900","","0.000","-99.000","-99.000","-99.000","20.400","","20.000",""
"C0Z230","2020-02-27 02:00:00","31.000","7.000","11.400","21.400","0.770","1017.600","","0.000","-99.000","-99.000","-99.000","21.800","","21.100",""
"C0F9O0","2020-02-27 02:00:00","175.000","59.000","0.600","19.200","1.000","998.000","","0.000","-99.000","-99.000","-99.000","19.700","","19.200",""
"C0C540","2020-02-27 02:00:00","46.000","48.000","4.700","17.600","0.860","1015.800","","0.000","-99.000","-99.000","-99.000","18.200","","17.600",""
"C0G770","2020-02-27 02:00:00","15.000","19.000","2.100","21.400","0.830","1016.700","","0.000","-99.000","-99.000","-99.000","21.500","","21.400",""
"C0V670","2020-02-27 02:00:00","20.000","357.000","2.000","21.800","0.930","1015.400","","0.000","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0A870","2020-02-27 02:00:00","685.000","33.000","8.500","14.100","1.000","940.900","","2.500","-99.000","-99.000","-99.000","14.800","","14.100",""
"C0R220","2020-02-27 02:00:00","23.000","4.000","0.800","22.900","1.000","1015.400","","0.000","-99.000","-99.000","-99.000","22.900","","22.600",""
"C0Z220","2020-02-27 02:00:00","589.000","0.000","0.200","17.200","1.000","954.900","","0.000","-99.000","-99.000","-99.000","17.300","","17.000",""
"C0D560","2020-02-27 02:00:00","147.000","27.000","2.500","18.700","0.840","1003.300","","0.000","-99.000","-99.000","-99.000","19.700","","18.700",""
"C0I380","2020-02-27 02:00:00","258.000","0.000","0.000","17.300","0.980","987.900","","0.000","-99.000","-99.000","-99.000","18.800","","17.200",""
"C0Z020","2020-02-27 02:00:00","211.000","14.000","2.900","19.900","0.990","994.600","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0Z190","2020-02-27 02:00:00","62.000","318.000","0.600","20.700","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","20.800","","20.600",""
"C0C710","2020-02-27 02:00:00","143.000","169.000","1.200","18.200","0.990","1004.200","","0.000","-99.000","-99.000","-99.000","19.000","","18.200",""
"C0C680","2020-02-27 02:00:00","228.000","57.000","1.900","17.600","0.840","992.600","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0X140","2020-02-27 02:00:00","17.000","31.000","1.000","21.300","0.910","1015.800","","0.000","-99.000","-99.000","-99.000","21.500","","21.200",""
"C0V710","2020-02-27 02:00:00","34.000","352.000","1.300","22.900","0.860","1013.600","","0.000","-99.000","-99.000","-99.000","23.900","","22.900",""
"C0G840","2020-02-27 02:00:00","32.000","12.000","2.000","19.600","0.990","1014.300","","0.000","-99.000","-99.000","-99.000","19.600","","19.300",""
"C0S890","2020-02-27 02:00:00","238.000","9.000","0.600","19.600","0.950","995.500","","0.000","-99.000","-99.000","-99.000","20.200","","19.600",""
"C0T820","2020-02-27 02:00:00","550.000","0.000","0.000","15.900","0.910","961.600","","0.000","-99.000","-99.000","-99.000","17.000","","15.900",""
"C0F9I0","2020-02-27 02:00:00","194.000","13.000","3.200","18.200","0.990","995.700","","0.000","-99.000","-99.000","-99.000","19.100","","18.200",""
"C0C650","2020-02-27 02:00:00","208.000","20.000","2.100","17.200","0.900","996.000","","0.000","8.700","41.000","","18.700","","17.200",""
"C0R600","2020-02-27 02:00:00","766.000","10.000","2.000","19.700","0.890","931.800","","0.000","-99.000","-99.000","-99.000","19.900","","18.900",""
"C0Z320","2020-02-27 02:00:00","646.000","0.000","0.000","14.300","1.000","946.700","","0.000","-99.000","-99.000","-99.000","14.600","","14.300",""
"C0V210","2020-02-27 02:00:00","734.000","0.000","0.000","17.100","0.910","937.200","","0.000","-99.000","-99.000","-99.000","18.500","","17.100",""
"C0K240","2020-02-27 02:00:00","1132.000","113.000","1.500","16.800","0.670","896.100","","0.000","-99.000","-99.000","-99.000","17.000","","16.100",""
"C0M520","2020-02-27 02:00:00","15.000","32.000","1.900","20.600","0.890","1016.300","","0.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0A530","2020-02-27 02:00:00","300.000","56.000","1.900","17.200","0.990","986.400","","0.000","-99.000","-99.000","-99.000","18.200","","17.200",""
"C0E820","2020-02-27 02:00:00","220.000","38.000","1.100","18.300","0.920","994.000","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0K450","2020-02-27 02:00:00","35.000","13.000","2.700","19.800","0.860","1013.800","","0.000","-99.000","-99.000","-99.000","20.300","","19.800",""
"C0G760","2020-02-27 02:00:00","53.000","351.000","1.200","19.500","0.990","1014.900","","0.000","-99.000","-99.000","-99.000","19.600","","19.200",""
"CM0120","2020-02-27 02:00:00","4.000","34.000","5.900","21.600","0.760","1018.000","","0.000","12.900","50.000","","22.100","","21.600",""
"C0Z290","2020-02-27 02:00:00","946.000","0.000","0.000","15.800","0.990","914.700","","0.000","-99.000","-99.000","-99.000","15.900","","15.700",""
"C0V680","2020-02-27 02:00:00","40.000","2.000","1.700","21.800","0.910","1013.000","","0.000","-99.000","-99.000","-99.000","23.000","","21.800",""
"C0F9U0","2020-02-27 02:00:00","74.000","33.000","1.700","20.400","0.880","1009.600","","0.000","-99.000","-99.000","-99.000","20.900","","20.400",""
"C0AI10","2020-02-27 02:00:00","76.000","2.000","2.100","19.000","0.920","1011.500","","0.000","-99.000","-99.000","-99.000","19.800","","19.000",""
"C0V530","2020-02-27 02:00:00","34.000","26.000","0.900","20.500","1.000","1013.900","","0.000","-99.000","-99.000","-99.000","21.000","","20.500",""
"C0R550","2020-02-27 02:00:00","38.000","29.000","2.400","21.700","0.940","1014.100","","0.000","-99.000","-99.000","-99.000","22.300","","21.300",""
"C0F9L0","2020-02-27 02:00:00","253.000","47.000","1.400","18.800","0.940","989.000","","0.000","-99.000","-99.000","-99.000","19.300","","18.800",""
"C0A950","2020-02-27 02:00:00","60.000","19.000","9.400","18.300","0.990","1014.900","","0.000","-99.000","-99.000","-99.000","19.000","","18.300",""
"C0R160","2020-02-27 02:00:00","45.000","8.000","0.800","21.900","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","23.100","","21.900",""
"C0F9S0","2020-02-27 02:00:00","43.000","360.000","2.600","20.100","0.850","1013.800","","0.000","-99.000","-99.000","-99.000","20.600","","20.100",""
"C0M820","2020-02-27 02:00:00","980.000","0.000","0.000","14.600","0.810","910.300","","0.000","-99.000","-99.000","-99.000","15.800","","14.600",""
"C0G870","2020-02-27 02:00:00","12.000","21.000","3.300","21.000","0.810","1018.300","","0.000","-99.000","-99.000","-99.000","21.500","","21.000",""
"C0R530","2020-02-27 02:00:00","16.000","26.000","1.600","22.800","0.820","1015.800","","0.000","-99.000","-99.000","-99.000","23.600","","22.500",""
"C0O840","2020-02-27 02:00:00","134.000","307.000","0.600","19.700","1.000","1001.200","","0.000","-99.000","-99.000","-99.000","19.900","","19.700",""
"C0A890","2020-02-27 02:00:00","40.000","0.000","0.100","18.400","0.940","1016.100","","0.000","-99.000","-99.000","-99.000","19.100","","18.400",""
"C0A660","2020-02-27 02:00:00","97.000","55.000","1.500","17.400","0.960","1009.900","","0.000","-99.000","-99.000","-99.000","18.100","","17.400",""
"C0T9H0","2020-02-27 02:00:00","725.000","34.000","3.800","16.700","0.990","939.100","","0.000","-99.000","-99.000","-99.000","17.100","","16.700",""
"C0R270","2020-02-27 02:00:00","51.000","229.000","1.100","23.400","0.920","1010.700","","0.000","-99.000","-99.000","-99.000","23.600","","23.100",""
"C0O980","2020-02-27 02:00:00","18.000","344.000","1.200","20.700","0.950","1017.400","","0.000","-99.000","-99.000","-99.000","20.900","","20.500",""
"C0T9I0","2020-02-27 02:00:00","152.000","29.000","0.900","20.800","0.850","1003.400","","0.000","-99.000","-99.000","-99.000","20.900","","20.500",""
"C0V760","2020-02-27 02:00:00","30.000","33.000","2.400","21.600","1.000","1014.900","","0.000","-99.000","-99.000","-99.000","22.600","","21.600",""
"C0AG90","2020-02-27 02:00:00","25.000","94.000","2.500","19.700","0.850","1018.400","","0.000","8.800","14.000","","20.600","","19.700",""
"C0R570","2020-02-27 02:00:00","37.000","12.000","0.600","23.000","0.900","1012.400","","0.000","-99.000","-99.000","-99.000","23.600","","23.000",""
"C0O900","2020-02-27 02:00:00","9.000","5.000","1.800","20.700","0.990","1017.400","","0.000","-99.000","-99.000","-99.000","20.900","","20.600",""
"C0AD00","2020-02-27 02:00:00","86.000","45.000","1.600","17.500","0.930","1012.100","","0.000","8.600","80.000","","18.200","","17.500",""
"C0V700","2020-02-27 02:00:00","24.000","17.000","2.600","22.400","0.880","1014.200","","0.000","-99.000","-99.000","-99.000","23.600","","22.400",""
"C0AH00","2020-02-27 02:00:00","38.000","34.000","3.900","18.100","1.000","1016.800","","0.500","-99.000","-99.000","-99.000","18.900","","18.100",""
"C0X080","2020-02-27 02:00:00","2.000","20.000","3.300","21.000","0.890","1018.000","","0.000","-99.000","-99.000","-99.000","21.200","","20.800",""
"C0G910","2020-02-27 02:00:00","42.000","349.000","4.700","20.000","0.920","1014.600","","0.000","-99.000","-99.000","-99.000","20.200","","20.000",""
"C0I480","2020-02-27 02:00:00","2165.000","197.000","0.900","8.500","0.780","792.100","","0.000","-99.000","-99.000","-99.000","8.700","","6.100",""
"C0U940","2020-02-27 02:00:00","25.000","53.000","2.000","19.400","0.930","1019.000","","0.000","-99.000","-99.000","-99.000","20.000","","19.400",""
"C0S970","2020-02-27 02:00:00","19.000","322.000","1.100","22.000","0.860","1016.800","","1.000","-99.000","-99.000","-99.000","22.000","","21.300",""
"C0V260","2020-02-27 02:00:00","126.000","45.000","0.900","21.400","0.890","1003.600","","0.000","-99.000","-99.000","-99.000","22.300","","21.300",""
"C0H990","2020-02-27 02:00:00","3076.000","49.000","0.300","4.300","0.190","708.400","","0.000","-99.000","-99.000","-99.000","4.800","","2.500",""
"C0F9K0","2020-02-27 02:00:00","30.000","32.000","3.500","19.300","0.890","1014.100","","0.000","10.100","22.000","","20.000","","19.300",""
"C0AH90","2020-02-27 02:00:00","660.000","0.000","0.000","16.300","0.990","948.200","","2.000","-99.000","-99.000","-99.000","17.000","","16.300",""
"C0W150","2020-02-27 02:00:00","42.000","69.000","5.400","16.400","0.830","1017.200","","0.000","11.500","60.000","","16.600","","16.300",""
"C0F000","2020-02-27 02:00:00","273.000","26.000","2.600","17.600","0.990","984.900","","0.000","-99.000","-99.000","-99.000","18.200","","17.600",""
"C0K410","2020-02-27 02:00:00","20.000","23.000","3.100","20.600","0.870","1015.300","","0.000","-99.000","-99.000","-99.000","20.800","","20.600",""
"C0R140","2020-02-27 02:00:00","740.000","0.000","0.000","17.400","0.960","937.300","","0.000","-99.000","-99.000","-99.000","17.900","","17.300",""
"C0V800","2020-02-27 02:00:00","256.000","344.000","0.600","21.200","0.900","987.300","","0.000","-99.000","-99.000","-99.000","21.800","","21.200",""
"C0S830","2020-02-27 02:00:00","288.000","32.000","0.700","19.800","0.970","988.400","","0.000","-99.000","-99.000","-99.000","21.000","","19.800",""
"C0S920","2020-02-27 02:00:00","98.000","271.000","0.300","20.500","0.910","1003.300","","0.000","-99.000","-99.000","-99.000","21.100","","20.500",""
"C0V640","2020-02-27 02:00:00","35.000","20.000","2.400","21.600","0.930","1014.200","","0.000","-99.000","-99.000","-99.000","22.100","","21.600",""
"C0AH80","2020-02-27 02:00:00","68.000","30.000","2.600","18.300","0.940","1012.700","","0.000","-99.000","-99.000","-99.000","19.100","","18.300",""
"C0K250","2020-02-27 02:00:00","12.000","18.000","3.300","20.700","0.890","1017.400","","0.000","-99.000","-99.000","-99.000","20.800","","20.600",""
"C0R840","2020-02-27 02:00:00","536.000","54.000","4.600","18.700","-99.000","957.700","","0.500","-99.000","-99.000","-99.000","18.800","","18.300",""
"C0I410","2020-02-27 02:00:00","180.000","21.000","1.300","18.900","0.930","997.300","","0.000","-99.000","-99.000","-99.000","19.700","","18.600",""
"C0M410","2020-02-27 02:00:00","245.000","0.000","0.200","18.100","0.930","986.500","","0.000","-99.000","-99.000","-99.000","19.300","","18.100",""
"C0F9Z0","2020-02-27 02:00:00","3193.000","189.000","2.300","3.800","0.400","698.600","","0.000","-99.000","-99.000","-99.000","3.800","","2.400",""
"C0G810","2020-02-27 02:00:00","26.000","351.000","1.900","20.300","0.880","1015.400","","0.000","-99.000","-99.000","-99.000","20.500","","20.300",""
"C0U650","2020-02-27 02:00:00","442.000","125.000","1.500","16.600","1.000","970.900","","1.000","-99.000","-99.000","-99.000","17.200","","16.600",""
"C0D660","2020-02-27 02:00:00","65.000","40.000","2.800","18.300","0.850","1012.600","","0.000","8.700","45.000","","19.000","","18.300",""
"C0E540","2020-02-27 02:00:00","32.000","35.000","5.400","18.700","0.870","1016.300","","0.000","-99.000","-99.000","-99.000","19.400","","18.700",""
"C0W170","2020-02-27 02:00:00","42.000","31.000","9.700","12.000","0.850","1018.300","","0.000","16.300","13.000","","12.300","","11.900",""
"C0Z150","2020-02-27 02:00:00","27.000","34.000","5.500","22.300","0.840","1017.500","","0.000","-99.000","-99.000","-99.000","22.500","","22.300",""
"C0S840","2020-02-27 02:00:00","22.000","276.000","1.900","20.900","0.970","1018.300","","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0H9A0","2020-02-27 02:00:00","1595.000","273.000","1.200","11.100","0.840","850.000","","0.000","-99.000","-99.000","-99.000","11.200","","10.600",""
"C0Z300","2020-02-27 02:00:00","182.000","0.000","0.200","20.100","0.990","1000.100","","0.000","-99.000","-99.000","-99.000","20.600","","20.100",""
"C0G730","2020-02-27 02:00:00","27.000","12.000","5.100","20.300","0.940","1016.300","","0.000","-99.000","-99.000","-99.000","20.300","","20.000",""
"C0V730","2020-02-27 02:00:00","33.000","357.000","2.300","22.500","0.990","1014.700","","0.000","-99.000","-99.000","-99.000","23.700","","22.500",""
"C0SA00","2020-02-27 02:00:00","466.000","0.000","0.000","17.900","0.990","966.200","","0.000","-99.000","-99.000","-99.000","18.500","","17.900",""
"C0S900","2020-02-27 02:00:00","27.000","84.000","0.800","23.800","0.800","1016.400","","0.000","-99.000","-99.000","-99.000","23.900","","23.200",""
"C0C480","2020-02-27 02:00:00","105.000","116.000","0.300","19.700","0.760","1008.500","","0.000","-99.000","-99.000","-99.000","20.000","","19.700",""
"C0V720","2020-02-27 02:00:00","15.000","55.000","1.200","23.700","0.860","1016.100","","0.000","-99.000","-99.000","-99.000","24.800","","23.700",""
"C0UA60","2020-02-27 02:00:00","566.000","6.000","1.800","16.500","0.990","955.800","","0.000","-99.000","-99.000","-99.000","16.900","","16.500",""
"C0A980","2020-02-27 02:00:00","11.000","310.000","2.200","19.100","0.820","1020.500","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"C0C670","2020-02-27 02:00:00","250.000","29.000","2.700","17.800","0.870","991.600","","0.000","9.200","18.000","","18.500","","17.800",""
"C0K550","2020-02-27 02:00:00","15.000","8.000","2.100","21.100","0.850","1017.200","","0.000","-99.000","-99.000","-99.000","21.200","","21.000",""
"C0R350","2020-02-27 02:00:00","35.000","49.000","3.900","23.200","0.840","1014.000","","0.000","-99.000","-99.000","-99.000","23.900","","22.900",""
"C0T9F0","2020-02-27 02:00:00","251.000","65.000","0.600","20.000","0.870","991.400","","0.000","-99.000","-99.000","-99.000","20.100","","19.800",""
"C0D390","2020-02-27 02:00:00","146.000","0.000","0.000","19.000","0.860","1001.500","","0.000","-99.000","-99.000","-99.000","19.700","","19.000",""
"C0E430","2020-02-27 02:00:00","258.000","0.000","0.000","17.100","0.900","993.200","","0.000","-99.000","-99.000","-99.000","17.300","","17.000",""
"C0O990","2020-02-27 02:00:00","18.000","1.000","1.000","20.700","0.990","1015.900","","0.000","-99.000","-99.000","-99.000","21.300","","20.700",""
"CM0010","2020-02-27 02:00:00","68.000","42.000","3.400","18.200","0.860","1013.900","","1.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0K500","2020-02-27 02:00:00","12.000","28.000","3.300","20.500","0.920","1016.100","","0.000","-99.000","-99.000","-99.000","20.800","","20.500",""
"C0X260","2020-02-27 02:00:00","39.000","19.000","2.400","20.300","0.930","1014.500","","0.000","-99.000","-99.000","-99.000","20.300","","20.200",""
"C0ACA0","2020-02-27 02:00:00","25.000","64.000","2.100","19.700","0.790","1017.000","","0.000","-99.000","-99.000","-99.000","19.900","","19.600",""
"C0X180","2020-02-27 02:00:00","62.000","0.000","0.000","20.600","0.990","1010.600","","0.000","-99.000","-99.000","-99.000","20.700","","20.500",""
"C0F930","2020-02-27 02:00:00","100.000","20.000","0.800","18.700","0.960","1006.800","","0.000","-99.000","-99.000","-99.000","20.400","","18.700",""
"C0I010","2020-02-27 02:00:00","1562.000","66.000","0.400","12.700","0.690","852.400","","0.000","-99.000","-99.000","-99.000","12.800","","12.200",""
"C0R190","2020-02-27 02:00:00","32.000","19.000","0.600","21.800","0.980","1013.500","","0.000","-99.000","-99.000","-99.000","23.900","","21.800",""
"C0E420","2020-02-27 02:00:00","19.000","29.000","3.500","18.400","0.850","1015.700","","0.000","-99.000","-99.000","-99.000","19.200","","18.400",""
"C0W160","2020-02-27 02:00:00","49.000","45.000","17.200","13.200","0.910","1012.300","","0.000","-99.000","-99.000","-99.000","13.700","","13.200",""
"C0I460","2020-02-27 02:00:00","110.000","17.000","2.000","20.000","0.940","1005.900","","0.000","-99.000","-99.000","-99.000","20.500","","19.900",""
"C0A9F0","2020-02-27 02:00:00","35.000","81.000","2.200","19.600","0.810","1017.600","","0.000","8.200","106.000","","20.000","","19.600",""
"C0F9A0","2020-02-27 02:00:00","425.000","0.000","0.200","17.600","0.990","969.600","","0.000","-99.000","-99.000","-99.000","19.000","","17.400",""
"C0O950","2020-02-27 02:00:00","4.000","356.000","1.000","21.200","0.940","1017.100","","0.000","-99.000","-99.000","-99.000","21.300","","21.000",""
"C0M760","2020-02-27 02:00:00","40.000","356.000","1.900","20.200","0.890","1014.100","","0.000","-99.000","-99.000","-99.000","20.500","","20.200",""
"C0AH70","2020-02-27 02:00:00","34.000","78.000","2.600","19.500","0.750","1017.600","","0.000","-99.000","-99.000","-99.000","20.100","","19.500",""
"C0V250","2020-02-27 02:00:00","298.000","76.000","0.300","18.700","0.960","983.700","","0.000","-99.000","-99.000","-99.000","19.100","","18.700",""
"C0U980","2020-02-27 02:00:00","573.000","352.000","2.400","16.000","0.980","956.500","","0.000","-99.000","-99.000","-99.000","16.600","","16.000",""
"C0S740","2020-02-27 02:00:00","289.000","340.000","0.600","19.100","0.960","987.900","","0.000","-99.000","-99.000","-99.000","20.000","","19.100",""
"C0A940","2020-02-27 02:00:00","49.000","49.000","2.300","17.200","0.980","1016.600","","0.000","7.700","17.000","","17.800","","17.200",""
"C0A920","2020-02-27 02:00:00","196.000","63.000","2.900","15.700","0.990","998.000","","0.000","-99.000","-99.000","-99.000","16.400","","15.700",""
"C0T870","2020-02-27 02:00:00","135.000","0.000","0.000","18.100","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","18.300","","17.700",""
"C0O930","2020-02-27 02:00:00","69.000","0.000","0.000","19.200","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","20.000","","19.200",""
"C0AI40","2020-02-27 02:00:00","37.000","347.000","1.200","19.900","0.720","1017.000","","0.000","-99.000","-99.000","-99.000","20.100","","19.800",""
"C0C460","2020-02-27 02:00:00","482.000","45.000","0.600","17.200","0.920","965.500","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0E520","2020-02-27 02:00:00","320.000","35.000","0.500","17.500","0.970","983.200","","0.000","-99.000","-99.000","-99.000","18.000","","17.500",""
"C0T9D0","2020-02-27 02:00:00","7.000","31.000","1.700","21.300","0.860","1020.600","","0.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"C0I390","2020-02-27 02:00:00","1184.000","97.000","2.000","12.600","0.940","890.600","","0.000","-99.000","-99.000","-99.000","14.300","","12.600",""
"C0B020","2020-02-27 02:00:00","86.000","12.000","6.400","17.200","0.970","1009.700","","0.000","14.100","13.000","","18.200","","17.200",""
"CM0170","2020-02-27 02:00:00","106.000","64.000","0.600","18.000","0.990","1007.500","","0.000","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0F860","2020-02-27 02:00:00","2215.000","0.000","0.000","6.600","0.990","784.500","","0.000","-99.000","-99.000","-99.000","8.300","","6.200",""
"C0U890","2020-02-27 02:00:00","116.000","130.000","3.600","19.100","0.990","1008.700","","0.000","-99.000","-99.000","-99.000","19.900","","19.100",""
"C0G800","2020-02-27 02:00:00","15.000","22.000","3.400","20.200","0.950","1016.800","","0.000","10.700","37.000","","20.300","","20.200",""
"C0F850","2020-02-27 02:00:00","379.000","0.000","0.200","15.800","0.920","974.800","","0.000","-99.000","-99.000","-99.000","16.900","","15.800",""
"C0AH50","2020-02-27 02:00:00","275.000","9.000","4.000","16.700","0.950","988.800","","0.000","-99.000","-99.000","-99.000","17.500","","16.700",""
"C0Z160","2020-02-27 02:00:00","124.000","10.000","2.300","21.400","0.840","1006.800","","0.000","-99.000","-99.000","-99.000","21.600","","21.100",""
"C0R540","2020-02-27 02:00:00","17.000","15.000","1.800","23.100","0.870","1015.400","","0.000","-99.000","-99.000","-99.000","23.600","","22.900",""
